,0,1,2
0,21.034158530334693,28.951035513477184,57.268687933443445
1,22.30130044429951,30.6951067345296,56.25019929785957
2,23.04773815262363,31.722490101024846,53.96952369475274
3,23.988808802993493,33.01776273007998,52.2372328565896
4,25.15910553940991,34.62853799966995,51.010899467292745
5,26.237383372782393,36.112660114768666,49.57519130759697
6,27.148528278776404,37.36674349030823,47.828903324516915
7,27.631112255803757,38.03096335139775,45.395924509495465
8,28.353309106463964,39.02498203966769,43.433267658753486
9,27.7951440293962,38.256733718953214,39.679279145950076
10,28.63848738937531,39.417496272377875,38.06634901938545
11,27.00049449761941,37.16299247030476,33.37444662516663
12,25.826691113442852,35.54739071413626,29.63722388394958
13,25.172743289850544,34.647308752812336,26.760922843776846
14,25.61983021970655,35.26267111994511,25.165000000000006
15,26.136012767987474,35.97313544706171,23.642587901897464
16,26.103198510841306,35.927970496792035,21.659918362848316
17,27.600183331276487,37.988393338858806,20.90626345409613
18,28.066727287719413,38.63053600561194,19.292239560919466
19,28.456426154863774,39.16691048077753,17.620877784138457
20,29.001801668172273,39.91755547716304,16.031801668172275
21,29.629410117567282,40.781384400045276,14.454422939043436
22,29.005457176156085,43.002358683236785,13.898582722005365
23,28.459865097042016,42.19348516201255,15.56002212534405
24,27.742320254355356,41.12968118508769,17.082561064367013
25,26.62984953063101,39.48037551148086,18.28034910630577
26,26.720142066021698,39.61423970019915,20.2828528798782
27,25.938069185346556,38.454768972777856,21.629602635888997
28,25.744294620818273,38.167486366717675,23.457689121542384
29,25.397983260993914,37.654058661689504,25.176163579392288
30,24.69466282688234,36.61134323771825,26.53476161936599
31,24.2884032448444,36.009038638304496,28.206855623428254
32,23.76436084035428,35.23211382356188,29.757145517892276
33,23.075372971071896,34.21064730078506,31.095782246266342
34,22.380587090295965,33.18058487247292,32.41000013906663
35,21.734454434260957,32.22265381615395,33.78703999301113
36,22.718161282917492,33.6810591944308,37.885008901471785
37,24.54304246678718,36.38655680980932,43.89011790824901
38,24.533444812272183,36.37232770183612,47.04798362516124
39,23.6260128305494,35.02700446415375,48.60329696634652
40,23.3211748852821,34.57506362477883,51.50146286575346
41,22.571113388273883,33.46305172533021,53.56448365887192
42,21.412593908498216,31.74547596335312,54.686590476733095
43,20.530273879515192,30.43738272664586,56.53478298520103
44,19.567102944281313,29.009423092062196,58.23594640970151
45,18.194777937447085,29.11773138153088,59.469964477877404
46,19.235788222474095,30.783696085746467,58.09129458671518
47,20.22728729798468,32.37042629179834,56.59010470260714
48,21.202357043682547,33.93086407406191,55.069786807102666
49,21.715258307977884,34.751677677302546,52.44999576006341
50,22.828723502025525,36.53359447422238,51.340298577833906
51,23.576369854754716,37.73007874800651,49.41169944599194
52,21.840135542804198,34.951523028086264,42.67843035409217
53,20.13837429662933,32.22813574564869,36.69880171134882
54,20.75755427404244,33.21903084319376,35.26987426117542
55,21.50679167222648,34.41806132195655,34.05488756119286
56,21.309213479078274,34.10187011727593,31.417205085868343
57,21.8386753895532,34.949186294421004,29.94178075177858
58,22.8579746738567,36.58040613451872,29.094806767582956
59,23.373139174009836,37.40484167224996,27.561100932768987
60,23.80895350322344,38.10229039154135,25.94000000000001
61,24.26482408431566,38.83183582323724,24.3467952460763
62,24.424062983633398,39.08667133218191,22.47967240734389
63,24.77651113525159,39.6507062789132,20.816781392619454
64,26.24207341937834,41.996096206661505,20.007738154343855
65,28.299136258321628,45.28808489622966,19.437004745197758
66,30.07267571567079,48.12634132844225,18.439044054353115
67,32.11201435439928,51.389965368407026,17.376178910703626
68,29.9195524693039,51.8221850165572,16.03383984410116
69,29.798456195808193,51.61244011825538,18.220604638320957
70,30.138404597228227,52.2012480214667,20.754969846643743
71,29.823226724453118,51.65534393239873,22.89612829644924
72,29.216824048580463,50.60502368794157,24.803612036499093
73,27.54722518697898,47.71319363138865,25.690964131217118
74,26.614364877506553,46.09743217901797,27.121392454440528
75,24.64241024865248,42.68190657162209,27.319022100881096
76,21.746334418812594,37.665756091767214,26.133031920936148
77,22.161869757957835,38.385484411507136,28.784173000544182
78,21.408538677492807,37.08067670522095,29.980840328069185
79,20.832407279583638,36.08278785220659,31.396689757842363
80,20.547739220922317,35.58972831131319,33.27846227871541
81,19.916785822078957,34.49688496730821,34.62679555011898
82,19.4869193796428,33.752334448539905,36.343692607730546
83,18.925712998457946,32.780296482795876,37.85142599691589
84,18.478745565893398,32.00612618026546,39.63205709074285
85,20.163974256023245,34.9250278939431,46.391997896293795
86,20.99727484737783,36.36834685614644,51.85895000802367
87,20.17584865117242,34.945594949650626,53.54851094867098
88,19.01979462940069,32.94325064764765,54.32616357724593
89,17.81514283534154,30.856732534908204,54.86582855498964
90,17.333606411097875,30.022686982423135,57.69593101025918
91,16.08644309885855,30.254199269311123,59.348720921347585
92,17.175911014969135,32.30319041228602,58.54924055863965
93,17.893715334407602,33.653183992793856,56.507200945351634
94,18.24571223974942,34.315193888390226,53.49220366807153
95,19.287342583028252,36.274215642102504,52.58395758817655
96,19.778038809807377,37.197081022251595,50.206552802017825
97,20.993828604285206,39.483649065024025,49.66436868665426
98,19.492332906221357,36.65974636807168,42.99493986624118
99,18.432188889448835,34.66590545864903,37.91445385965207
100,18.770032507509878,35.30129689228479,35.99922662210657
101,19.182988607186584,36.07795435797297,34.28629110068001
102,19.581381514556128,36.827222442469136,32.58696188898709
103,19.191823183992405,36.09456978038182,29.700788798338667
104,20.43739424741889,38.437148243837576,29.363219361248913
105,23.716870081250736,44.60494523698886,31.567290570372016
106,25.34584184497885,47.66859554433421,31.17000000000001
107,26.321942928622576,49.504374685196204,29.81144423690407
108,27.18676976006001,51.130877395022196,28.244252987620264
109,27.73590329638965,52.163647369806576,26.303658707712
110,27.640689777775556,51.9845767854903,23.78751868191041
111,28.313582259378087,53.25010348397275,21.950852798641428
112,28.776537591229868,54.12079582885959,19.916145287465365
113,28.986037517903046,54.51480788544195,17.704187364125858
114,25.71938190002738,52.73254751267115,15.720668799527111
115,25.89918996742331,53.101208683999985,18.06272391777068
116,26.651582405622992,54.643841790416005,20.93403233159518
117,26.237320239178693,53.79447847913429,22.974969245349207
118,25.881950354455512,53.06586223930476,25.061494581302018
119,25.44303973997403,52.16596212032345,27.064473481874394
120,24.90802325860515,51.069015773264596,28.9509741683909
121,24.411590162945938,50.05117709014741,30.867828521084284
